ParentEduc,TestPrep,WklyStudyHours,ReadingScore,WritingScore,MathScore
1,2,2,72,75,77
5,2,2,100,100,100
6,1,2,52,52,60
1,1,2,59,54,44
3,2,1,58,64,51
1,1,1,53,49,45
4,1,1,89,88,83
5,1,2,78,69,69
4,2,1,73,75,77
1,2,3,95,94,100
2,2,2,43,40,12
2,2,3,89,91,78
6,1,2,71,71,61
5,2,1,76,79,64
2,1,2,54,43,46
3,1,2,82,76,72
1,1,2,63,57,59
3,1,3,53,49,52
2,1,3,70,68,77
2,2,2,70,74,65
2,1,3,53,43,43
4,2,2,77,72,74
3,1,3,67,70,70
3,1,1,64,53,66
5,1,2,77,73,67
2,1,2,69,61,70
2,1,2,76,79,61
1,2,1,50,52,66
3,2,3,81,80,83
6,1,2,60,63,68
2,2,2,82,76,73
3,2,2,95,95,81
4,1,1,60,54,50
4,1,2,56,55,67
1,2,1,94,84,89
3,2,2,86,88,95
2,1,2,76,75,65
1,1,2,90,86,89
4,1,2,53,55,49
2,1,2,40,44,49
3,1,3,65,64,54
3,2,1,63,67,70
2,1,2,97,90,75
1,1,2,57,48,61
2,1,1,61,61,70
3,1,2,72,64,75
1,1,2,64,60,72
3,1,2,63,66,61
3,2,3,63,72,74
5,1,2,87,83,100
3,1,2,64,75,68
5,1,2,66,65,65
4,1,2,97,97,91
1,1,2,72,71,76
4,1,1,19,20,32
1,1,2,31,23,35
3,1,2,72,73,66
3,1,3,60,60,70
1,1,2,61,57,46
2,1,2,83,80,88
4,2,2,58,57,69
3,2,2,61,60,63
6,1,1,95,100,85
4,1,3,74,74,64
2,2,1,65,64,57
3,1,1,63,57,71
4,2,3,80,79,69
3,1,2,51,49,61
2,1,2,41,45,41
3,1,2,81,80,67
6,1,2,80,76,81
5,1,1,80,78,83
4,1,2,48,48,46
4,2,2,88,84,81
4,1,2,54,55,50
3,1,1,90,83,81
5,1,3,56,59,58
3,1,2,51,42,56
2,1,2,95,94,87
1,1,2,65,64,62
1,1,1,27,18,25
1,2,1,62,66,60
4,1,1,65,55,41
1,1,1,49,41,46
2,2,1,68,72,84
3,1,2,70,73,72
4,1,1,63,62,41
2,1,2,50,42,57
1,2,2,49,57,64
4,2,2,85,83,77
4,2,2,65,70,55
4,2,2,82,84,74
3,2,3,70,74,84
3,2,2,93,91,96
6,1,2,74,65,85
1,1,2,75,78,69
4,1,2,75,72,74
4,2,2,93,91,99
1,2,3,61,63,37
4,2,2,75,77,82
1,1,3,63,56,61
2,1,2,41,38,55
4,2,3,70,72,80
3,1,1,54,60,44
1,1,2,48,44,35
3,1,2,63,56,62
5,1,2,81,79,73
2,1,2,77,79,72
1,1,1,54,47,39
3,2,2,59,66,53
2,1,3,98,94,95
1,1,1,52,50,47
3,2,2,67,70,59
5,1,2,61,61,59
3,1,2,79,77,71
1,1,1,41,33,32
1,2,2,48,41,50
3,1,2,66,60,59
3,1,3,82,76,73
3,2,2,81,84,82
2,2,2,92,94,76
6,1,2,79,67,65
2,1,2,72,72,61
3,1,1,68,60,58
4,2,2,66,67,66
5,2,1,66,67,54
4,1,1,61,65,67
2,1,2,69,67,63
2,1,1,69,71,65
1,1,1,55,52,46
2,1,3,79,84,80
3,1,1,62,57,62
3,1,2,75,65,71
3,1,3,86,85,77
4,1,2,69,67,53
3,1,2,79,73,66
4,2,2,97,99,100
5,2,2,70,68,72
4,2,1,59,66,42
3,1,2,57,57,55
2,1,1,64,63,80
3,1,1,68,67,61
3,1,2,96,97,79
3,2,1,57,60,58
2,1,3,90,88,83
1,2,1,48,49,59
3,1,1,66,70,59
1,2,3,91,90,89
3,1,2,69,69,54
3,1,3,86,82,67
5,1,2,93,92,94
2,1,1,70,65,74
2,1,1,54,55,61
4,1,3,82,82,76
4,1,2,63,61,45
3,1,2,47,52,60
5,2,3,83,83,74
3,1,2,61,59,57
2,2,2,74,73,71
6,2,2,90,95,94
2,1,3,66,63,75
2,1,1,85,87,86
1,2,3,19,19,26
5,1,2,53,53,57
2,1,2,92,96,89
3,1,1,83,90,85
4,2,3,89,90,78
2,1,2,54,47,53
4,1,2,61,56,54
2,1,2,65,62,50
2,1,3,46,37,41
4,1,1,74,70,53
1,1,2,86,78,83
5,1,2,76,80,66
5,1,3,63,64,79
1,1,1,78,76,81
3,1,1,72,69,67
3,1,3,55,45,52
5,1,2,94,99,90
2,2,1,77,74,74
3,2,2,90,86,94
4,2,2,81,82,80
2,2,2,89,93,93
4,1,3,68,63,70
3,1,1,65,62,68
1,1,2,60,47,58
4,1,2,72,67,71
2,2,2,90,85,81
1,1,2,82,74,76
4,1,2,59,68,57
2,1,2,50,47,53
3,2,2,81,84,75
3,2,2,85,80,80
2,2,1,86,82,73
5,1,3,65,66,64
3,2,3,69,74,72
3,1,2,60,64,71
2,2,2,64,62,63
3,1,2,67,69,78
1,1,2,72,66,54
4,1,2,48,44,49
1,2,2,70,72,62
1,1,1,72,68,74
2,2,3,66,65,77
5,1,2,71,78,96
6,1,2,69,69,63
4,1,1,66,59,53
6,1,2,84,83,67
4,1,2,44,40,47
4,1,2,76,72,87
1,2,2,86,90,76
2,1,2,73,71,59
3,1,1,90,93,82
1,1,2,59,62,48
4,2,1,73,74,59
6,2,2,93,92,88
2,1,1,75,71,61
3,1,1,80,80,70
2,1,3,73,73,67
1,1,2,80,76,81
2,1,2,81,80,76
3,1,3,60,56,65
2,2,3,72,70,75
4,1,1,85,82,78
2,1,3,71,65,66
3,1,2,63,60,51
3,2,1,87,88,68
4,1,2,64,66,69
2,1,2,58,58,63
2,1,2,63,59,70
3,1,3,58,55,57
3,1,2,46,44,30
1,1,1,33,30,31
1,1,3,66,63,71
3,1,2,52,50,59
4,1,2,68,74,72
1,1,2,55,50,58
2,1,1,51,48,61
3,1,2,51,56,36
5,1,2,61,62,66
2,1,3,78,74,71
4,2,2,80,75,81
2,1,3,83,86,73
3,2,1,90,91,85
1,1,3,70,68,53
4,2,2,93,96,86
3,2,2,76,75,62
2,1,1,74,64,73
2,1,3,72,66,83
1,2,2,91,89,71
2,1,2,51,50,37
1,1,3,77,68,73
3,1,1,71,64,59
2,1,1,74,71,67
5,1,2,65,63,78
6,2,2,73,73,59
1,1,2,36,28,17
1,1,1,65,59,54
4,1,2,88,90,73
4,1,2,75,77,83
1,1,2,53,51,64
3,1,1,83,79,67
1,1,1,47,43,51
5,2,2,80,79,50
2,2,2,78,84,65
3,1,1,64,60,74
1,1,1,86,76,91
1,1,2,58,52,59
4,2,1,73,74,80
2,1,1,88,89,87
3,2,3,52,61,54
3,1,3,74,79,79
3,1,1,56,62,61
6,1,3,74,68,81
2,1,3,64,72,53
6,1,3,61,62,70
2,1,2,93,94,91
3,1,2,50,53,51
2,2,2,70,68,79
1,1,2,71,62,75
1,1,1,50,50,58
4,2,2,92,83,86
3,1,1,76,76,78
3,1,2,65,70,52
4,2,3,80,86,67
3,1,1,61,62,72
2,1,2,86,90,76
5,1,2,56,61,55
4,2,2,93,91,80
6,1,2,83,86,79
3,1,2,51,57,52
1,1,1,49,44,52
2,2,2,61,63,70
5,1,2,78,71,76
5,2,2,82,86,73
4,1,3,65,65,62
3,1,2,50,47,54
1,1,2,54,51,52
3,1,3,60,59,62
1,2,2,72,67,68
3,1,2,77,79,84
1,1,1,57,57,64
3,1,1,67,68,67
6,2,1,84,89,89
6,2,1,88,98,72
3,2,2,72,80,66
3,2,2,81,78,79
2,1,2,65,60,68
3,1,2,37,29,45
3,2,3,83,77,72
1,1,1,71,69,68
6,1,2,96,97,90
2,2,1,74,76,68
4,2,2,81,75,67
5,1,2,73,71,69
1,1,3,57,61,70
1,1,2,78,72,64
2,1,1,58,57,50
2,2,2,67,61,71
3,2,2,89,85,74
6,1,1,72,69,77
2,2,1,53,56,43
3,1,1,57,56,57
5,1,2,63,64,61
3,2,2,64,61,64
4,1,2,66,66,79
2,1,2,57,54,58
3,1,1,84,78,76
1,1,2,43,37,45
4,2,2,82,84,80
3,1,2,74,67,69
5,1,2,78,81,63
4,1,3,64,65,45
5,2,2,72,70,76
4,1,2,73,74,71
2,2,1,81,85,73
4,2,3,85,86,76
4,1,1,51,45,43
3,1,2,75,70,68
4,1,1,88,90,99
5,1,3,71,78,75
5,1,2,79,82,74
4,1,2,81,76,72
4,1,2,83,78,88
1,1,2,59,64,54
3,1,2,90,94,82
1,2,1,64,66,68
1,2,3,62,62,54
2,2,1,85,82,81
3,1,3,76,73,84
3,1,2,54,44,39
3,1,2,59,61,49
1,1,2,75,73,75
4,1,3,67,71,61
2,2,1,88,90,93
5,2,2,73,77,80
3,1,1,72,70,75
2,1,2,42,36,47
3,2,2,81,80,67
3,2,3,68,69,50
3,1,2,79,66,71
3,2,1,62,73,57
2,1,2,50,52,50
1,2,1,73,71,61
1,1,1,44,46,39
2,1,2,63,60,66
4,2,1,63,60,64
5,1,2,39,38,49
1,1,1,53,54,64
6,1,1,72,73,84
5,1,2,40,43,29
1,1,1,83,76,70
4,1,3,73,69,85
3,1,1,65,60,62
3,1,1,42,39,38
3,1,2,53,44,46
4,2,2,85,79,74
5,1,2,76,72,70
1,1,2,62,53,60
3,2,2,80,80,69
2,1,2,66,67,60
4,1,2,65,66,42
1,2,2,49,50,50
3,1,2,61,67,57
3,2,1,81,77,59
2,1,2,41,36,47
1,2,2,57,57,43
4,1,2,80,76,74
3,1,2,50,44,48
2,1,2,63,57,51
2,1,3,61,62,78
3,2,3,74,78,67
5,1,2,65,64,70
3,2,3,75,76,79
3,1,1,54,57,67
3,1,2,82,90,86
6,1,3,77,77,77
3,1,1,56,61,72
4,2,1,98,98,95
2,1,2,53,53,68
2,1,1,46,39,46
3,1,2,67,62,49
3,2,2,63,66,60
2,2,2,75,71,86
5,1,3,54,49,50
2,2,1,65,63,67
4,1,2,77,74,64
5,1,2,63,63,66
4,1,2,73,69,71
1,1,1,50,46,50
1,1,1,68,65,74
3,1,2,51,53,35
4,1,2,51,49,55
4,2,2,69,72,64
1,1,3,69,68,73
4,2,2,78,73,74
3,2,2,45,47,37
4,2,2,98,90,78
6,2,2,97,100,85
4,2,3,82,78,77
3,1,2,68,72,50
3,1,2,54,50,41
2,1,1,63,66,54
5,2,3,87,82,67
3,1,1,49,48,43
5,1,3,75,65,77
3,1,2,53,53,59
1,1,1,68,68,72
3,1,2,48,52,38
4,1,1,61,56,48
3,1,2,45,36,45
6,1,2,77,74,58
2,1,1,57,56,64
2,1,3,62,61,49
3,1,2,75,77,93
4,2,3,87,91,97
6,1,2,76,76,70
5,2,3,64,71,47
2,1,2,60,60,60
3,2,2,74,80,72
4,2,2,84,78,82
3,1,2,69,65,68
5,2,2,64,70,70
5,2,1,78,79,81
1,2,2,92,93,82
6,1,1,89,89,97
4,1,3,63,58,55
2,2,2,65,60,59
3,2,1,94,91,83
1,1,2,27,16,25
4,1,2,39,35,29
3,1,2,48,53,58
6,1,3,50,53,46
3,2,2,71,72,64
1,1,1,62,59,50
3,2,2,96,98,80
3,2,3,69,66,79
4,1,1,63,56,65
5,1,2,85,92,95
5,2,3,80,81,85
3,2,1,38,40,48
4,1,1,82,81,64
6,2,2,57,62,70
2,2,2,69,64,61
6,1,2,78,77,90
2,1,1,62,60,49
5,1,3,88,90,100
5,1,1,65,65,40
5,1,2,52,51,36
4,1,2,54,54,66
4,2,2,71,74,60
2,1,3,50,42,51
4,2,3,77,79,62
2,1,2,45,42,40
2,2,3,81,81,57
1,1,2,52,45,50
4,1,2,66,57,60
4,2,2,66,63,60
5,2,1,65,67,55
1,2,3,91,92,77
2,1,1,82,81,77
2,2,2,72,68,78
1,1,2,89,88,78
1,2,2,54,53,63
3,1,2,51,46,56
2,2,2,83,73,76
3,1,3,65,70,61
3,1,2,64,65,58
4,1,1,75,78,71
1,2,1,47,44,42
3,2,1,79,86,80
2,1,1,62,59,44
1,1,2,54,50,44
2,1,2,45,45,46
4,2,2,75,72,82
2,1,2,60,56,67
1,2,2,58,57,63
4,2,3,64,63,56
4,2,3,83,86,65
3,1,2,63,59,62
1,2,1,81,73,83
6,1,2,65,66,65
2,1,2,49,47,38
2,2,1,83,86,85
6,2,2,90,97,89
3,2,2,74,77,70
4,2,2,54,60,57
3,1,1,66,62,49
6,1,3,53,49,46
1,1,2,39,34,39
2,2,1,74,77,57
3,1,3,76,77,59
2,1,3,74,70,57
3,2,2,37,37,32
3,2,2,79,85,81
1,2,2,56,51,52
5,1,1,45,41,57
3,2,1,87,85,83
1,1,2,61,56,56
3,1,1,65,57,67
4,1,3,49,47,58
4,1,2,64,64,79
6,2,2,73,69,60
2,1,2,42,41,52
3,2,3,53,49,60
2,2,1,75,74,64
2,2,2,73,75,88
3,1,3,88,90,78
4,1,2,59,50,64
5,1,1,55,51,54
6,1,3,62,61,65
4,1,3,36,43,36
1,1,2,58,57,45
4,1,2,98,96,90
6,1,2,100,100,97
2,2,2,73,71,57
1,1,2,48,44,49
5,2,2,78,72,66
3,1,1,66,65,74
3,1,2,74,68,61
4,2,2,58,66,65
3,1,2,68,61,49
1,1,2,76,67,72
3,1,1,65,57,71
3,1,2,62,59,64
1,2,1,50,51,41
2,1,1,68,67,57
4,2,3,100,100,100
1,1,1,54,52,71
3,1,2,74,74,90
4,2,1,63,65,47
1,1,3,51,56,57
4,2,1,68,74,66
1,1,1,60,60,67
6,1,1,90,86,81
3,1,1,74,66,71
6,1,2,87,94,77
3,1,2,90,77,73
5,2,2,51,58,44
3,2,2,99,97,84
5,1,1,73,69,82
6,1,1,86,85,84
4,2,2,72,74,72
3,1,3,53,47,59
4,1,2,99,95,84
3,2,2,61,63,66
5,1,2,49,51,59
5,1,2,75,78,71
5,2,2,65,67,53
1,2,2,53,53,42
2,1,3,52,46,58
1,1,1,43,44,25
1,1,2,71,68,79
3,2,2,77,69,80
4,1,2,69,69,80
3,1,3,69,66,64
1,2,2,86,90,79
4,2,1,75,68,64
5,1,1,60,64,43
5,1,1,66,73,78
3,2,2,89,91,78
4,1,2,48,43,59
3,2,1,56,61,48
2,2,3,84,87,70
4,2,2,60,60,65
3,1,2,83,80,73
2,2,2,69,79,64
6,1,2,84,86,95
3,1,1,53,49,59
2,2,1,51,46,51
3,1,2,93,93,83
3,1,2,87,74,93
4,2,2,93,91,92
3,1,1,72,74,66
4,2,1,31,40,39
2,1,1,72,67,78
3,2,2,90,88,79
3,2,1,80,84,82
1,1,1,70,70,63
2,2,2,82,76,88
3,1,1,60,57,58
3,2,2,78,81,75
6,2,2,56,67,52
5,1,2,75,70,83
5,1,2,82,82,78
2,1,2,76,73,89
2,1,1,55,59,44
4,1,2,81,70,72
5,1,1,41,43,57
5,2,3,44,41,43
3,1,2,58,65,71
6,1,1,78,74,79
3,2,2,97,94,77
4,2,3,84,84,89
2,2,2,70,69,70
1,1,2,24,24,28
3,1,1,65,59,63
2,1,2,84,87,82
3,1,3,67,63,75
6,1,1,76,76,81
1,1,2,67,57,53
3,2,2,95,100,81
1,1,1,79,72,81
2,1,3,62,67,60
1,1,2,72,73,82
3,1,2,74,78,75
4,1,1,46,48,44
1,1,2,58,50,50
3,1,2,43,42,53
3,2,1,73,72,67
5,2,2,74,73,77
4,1,1,71,62,50
3,1,2,83,79,63
4,1,1,65,57,66
6,1,2,100,100,100
4,1,1,55,53,60
3,1,2,90,87,79
3,2,3,60,64,44
3,1,2,81,77,77
1,1,3,50,54,56
2,1,3,64,59,72
5,1,1,75,72,83
1,2,2,91,94,96
4,1,2,55,54,48
1,1,2,56,57,67
1,2,3,68,68,78
6,1,2,64,68,60
2,2,2,71,74,81
3,1,2,88,81,66
3,1,2,82,84,98
1,2,1,71,72,60
4,2,2,79,75,84
3,1,2,68,64,72
1,1,2,65,67,60
5,2,1,65,69,82
2,1,3,71,72,85
3,1,1,68,65,72
1,2,1,82,83,75
4,1,2,60,60,54
4,2,3,100,99,98
5,1,2,71,72,68
3,2,1,72,72,59
1,1,3,68,66,60
2,1,2,76,69,55
3,1,3,59,58,62
2,1,2,70,72,65
5,1,2,67,61,49
2,2,3,54,53,62
3,1,3,72,77,80
3,2,1,81,93,73
4,2,3,69,70,53
6,1,2,41,41,45
6,1,3,64,59,68
4,1,2,51,50,52
5,2,1,81,85,90
3,1,3,66,67,51
3,2,2,99,95,100
4,1,1,79,85,81
6,1,2,79,82,75
3,1,2,48,47,48
4,2,2,73,73,60
3,1,1,71,68,56
1,1,3,66,63,75
4,1,2,75,70,80
4,1,3,72,66,70
2,2,2,93,91,100
1,1,2,70,69,79
1,2,1,72,69,85
3,1,2,86,83,81
2,1,2,62,65,52
3,1,1,56,52,42
3,2,2,97,94,76
1,2,2,93,95,92
2,1,2,70,63,83
2,1,2,72,62,64
2,1,2,62,59,64
2,1,2,46,41,60
3,1,2,50,51,57
4,1,3,71,67,83
4,1,2,69,67,73
2,2,2,63,67,61
4,2,2,64,66,74
3,2,3,73,69,77
1,2,1,74,71,55
6,1,2,67,63,66
4,1,2,63,60,57
1,1,2,34,26,32
5,1,2,65,66,58
2,2,3,84,77,72
3,1,2,34,38,32
6,1,3,92,93,100
3,1,1,65,63,57
2,1,2,42,42,38
3,1,2,84,78,65
3,1,2,72,68,56
2,1,3,68,65,77
1,1,1,81,74,72
2,1,2,68,62,57
2,1,3,52,46,51
4,1,2,61,51,68
2,1,3,57,52,42
3,1,2,54,58,72
1,2,2,33,38,36
3,2,2,79,70,74
4,1,2,93,93,82
6,1,1,79,82,76
1,1,1,84,76,87
5,2,1,66,70,52
4,1,2,89,90,70
2,2,2,59,63,64
1,1,2,65,62,45
1,1,2,37,31,22
1,1,2,71,62,62
2,2,1,79,79,64
5,2,2,58,57,42
6,1,3,51,52,48
2,1,3,56,54,71
1,1,2,59,50,48
4,2,2,74,68,68
4,2,3,81,80,71
4,2,2,90,88,100
2,1,2,47,50,51
1,1,1,85,77,78
4,1,2,84,81,70
1,1,3,43,44,44
3,1,1,56,52,54
3,1,1,76,73,88
3,1,1,71,78,60
3,1,2,94,88,78
3,1,2,76,74,82
5,1,3,89,81,100
6,1,3,89,87,77
3,2,2,40,43,39
4,1,2,75,67,59
4,2,2,94,93,76
2,1,3,47,41,32
2,1,2,73,74,83
6,1,2,97,100,97
2,1,2,61,52,63
1,1,2,45,42,38
1,1,2,62,49,70
2,1,2,68,61,75
4,2,2,83,78,75
1,2,1,69,67,50
2,1,2,68,60,69
1,1,1,78,78,72
3,2,1,66,68,53
3,1,3,69,74,73
1,1,2,68,64,77
3,2,3,55,58,49
3,2,2,64,69,65
1,2,2,52,55,48
2,2,2,80,78,75
1,2,2,85,79,73
5,2,2,86,83,75
1,2,2,64,65,65
2,2,1,74,76,84
1,1,2,79,77,86
4,1,1,58,55,63
3,2,2,74,77,67
1,1,2,56,51,62
3,1,2,78,80,88
3,1,2,86,89,84
6,1,3,69,67,83
4,1,2,57,51,44
5,1,1,60,63,57
2,1,3,83,77,73
1,2,2,89,94,82
1,1,1,88,85,78
2,1,1,65,61,69
3,1,1,72,70,61
3,1,2,68,63,71
5,2,2,67,75,70
2,1,3,64,55,67
2,1,2,52,47,52
3,1,1,65,58,60
5,2,1,69,67,72
1,2,1,80,75,72
4,1,3,84,87,95
5,1,2,76,73,84
5,1,2,100,94,80
6,2,3,85,87,80
3,2,2,100,100,91
2,1,1,60,62,51
4,1,2,57,56,54
2,2,1,57,46,47
5,1,1,84,86,65
3,1,2,65,57,52
1,1,2,33,39,52
5,1,2,87,81,78
2,1,2,50,54,40
1,1,1,77,74,87
1,1,3,72,67,71
4,2,1,75,74,56
6,2,2,100,100,86
2,1,2,74,64,71
4,1,3,81,78,72
6,2,2,100,100,98
5,2,2,80,75,80
1,1,2,68,62,65
4,2,2,53,53,53
3,2,3,90,89,84
1,2,2,69,72,59
1,2,2,52,56,50
2,2,2,87,83,96
4,1,2,75,71,64
1,2,1,54,53,31
5,2,2,97,94,78
6,2,2,91,91,97
6,1,2,88,100,88
3,1,2,73,76,68
6,2,1,58,55,53
3,1,2,73,65,69
1,1,1,60,51,61
4,1,2,64,69,69
2,2,2,77,76,61
1,1,2,52,45,32
2,2,3,66,63,61
3,1,2,68,63,56
3,2,2,86,85,92
6,2,3,79,80,75
3,2,1,53,53,47
1,1,2,65,62,64
2,1,3,76,67,57
4,2,2,79,79,64
3,2,2,81,88,75
4,1,2,82,82,73
4,1,2,65,65,54
2,2,2,68,69,53
3,1,2,72,65,71
6,1,1,89,89,79
3,1,1,66,61,50
5,1,2,83,79,72
4,1,1,76,76,71
1,2,2,93,97,96
2,1,1,57,49,45
3,1,2,64,59,45
6,1,3,79,80,75
3,1,3,81,79,88
3,2,1,65,63,48
2,1,1,69,64,81
2,1,2,75,72,80
4,1,2,68,69,77
3,1,2,74,71,74
3,1,1,87,84,77
4,1,3,85,75,88
4,1,1,69,62,56
1,2,2,78,77,63
3,2,1,92,96,91
4,1,2,41,41,45
4,1,1,90,87,93
4,2,2,77,79,62
1,2,2,71,68,45
4,1,2,66,70,77
3,1,2,66,64,52
1,2,2,65,64,66
3,2,1,96,98,88
2,1,2,62,57,62
3,1,2,69,63,71
6,1,2,77,70,74
3,1,3,66,62,62
5,1,2,81,88,94
5,1,2,82,85,87
3,2,3,71,70,66
4,2,1,60,56,59
3,1,2,71,71,56
4,2,1,84,82,60
1,1,2,50,55,45
6,2,2,79,88,59
5,1,2,83,76,84
2,1,2,59,55,62
3,1,3,61,64,60
2,1,2,73,73,72
5,2,3,85,93,83
3,1,1,62,57,55
3,2,1,97,98,82
2,2,2,65,69,68
2,1,2,74,72,73
4,1,2,46,48,51
2,1,1,85,83,83
3,2,1,64,72,73
3,2,2,81,83,96
3,1,2,64,70,55
5,2,1,75,73,82
3,2,1,87,91,74
5,1,2,48,50,38
1,1,2,78,73,74
6,1,2,95,88,97
4,1,2,78,79,71
3,2,3,95,91,100
2,1,2,39,41,40
1,2,1,71,63,64
3,1,2,73,71,55
3,1,2,71,64,50
4,1,2,86,86,100
1,1,2,77,69,79
6,1,2,87,94,96
5,1,1,65,71,58
6,1,2,89,92,74
5,1,2,98,100,91
2,1,2,62,60,68
2,1,1,52,45,50
3,1,3,50,56,46
4,1,2,77,67,57
2,1,2,76,72,69
2,1,2,65,61,65
5,2,2,100,100,98
2,1,2,40,37,45
1,1,2,45,44,51
4,1,2,58,55,54
3,1,2,45,51,34
1,1,2,46,47,57
5,1,3,83,90,82
4,1,2,52,49,57
5,1,2,81,76,71
5,1,2,75,72,81
2,1,2,56,56,47
2,1,2,68,58,66
2,1,2,78,75,54
3,2,2,63,68,63
1,2,2,72,77,67
3,1,3,88,93,80
4,1,2,76,75,76
3,1,1,24,25,29
3,1,2,84,75,73
1,1,1,60,57,69
2,1,3,72,67,60
4,1,3,57,46,51
5,1,2,97,96,92
1,2,1,71,68,53
1,1,1,37,26,23
4,2,3,82,87,74
1,1,2,60,59,53
3,1,2,52,49,59
1,1,2,32,25,49
6,2,2,89,95,100
6,2,2,54,63,56
2,2,2,66,65,77
3,2,2,77,77,64
4,2,2,76,76,57
3,1,1,64,66,50
4,1,3,76,78,71
4,2,2,66,60,64
4,2,2,95,100,89
1,1,1,83,76,78
3,2,3,71,74,71
1,1,1,81,76,73
1,1,1,66,57,67
3,1,1,69,63,69
1,1,2,65,59,65
3,1,2,73,77,68
4,1,2,81,77,91
2,1,1,80,71,85
3,1,2,44,35,32
1,1,2,64,55,70
2,1,1,44,37,24
3,2,3,64,73,73
6,2,2,62,66,53
3,2,2,72,65,66
2,1,2,65,56,49
2,2,1,69,73,71
4,1,1,74,74,63
1,2,2,68,72,66
1,1,1,79,74,70
2,2,3,83,81,71
3,1,2,84,74,72
6,1,3,80,81,64
4,1,1,64,64,61
3,2,2,76,70,61
3,2,3,76,83,86
3,2,1,79,75,70
1,1,2,54,60,51
6,2,1,79,80,69
2,1,2,80,78,93
5,2,2,81,83,93
3,1,2,75,76,66
3,1,2,98,92,86
6,2,3,100,100,93
3,2,2,40,42,44
3,2,2,82,86,74
4,2,2,96,95,97
4,1,2,99,98,88
2,1,2,41,43,33
2,1,3,93,84,81
2,1,3,54,47,60
4,1,3,85,74,63
2,2,2,77,78,63
3,1,2,64,63,53
5,1,1,96,91,75
5,2,1,96,94,80
5,1,3,87,84,90
3,1,3,60,59,72
1,1,2,68,64,61
1,1,2,79,72,66
5,2,1,83,85,67
6,1,1,70,74,75
1,1,2,58,56,47
5,1,2,80,86,92
3,2,2,74,76,90
3,1,2,52,46,35
1,1,2,52,51,56
1,1,2,43,46,47
5,1,2,63,58,63
1,1,2,47,49,60
4,1,3,86,76,94
3,1,2,71,69,73
2,1,1,65,60,57
5,1,2,73,71,72
1,2,3,44,48,53
5,2,1,80,83,68
3,1,1,82,77,96
5,1,1,81,75,63
2,2,3,92,82,100
5,2,2,79,80,80
5,1,1,73,70,69
2,2,2,93,95,84
5,1,2,69,77,85
3,1,1,66,66,66
3,2,2,77,76,80
3,1,1,47,46,64
3,1,2,30,32,35
4,1,2,72,69,73
5,1,1,91,92,78
1,1,3,32,28,33
3,1,1,75,84,69
2,2,1,72,72,70
4,1,2,69,69,65
1,1,2,55,56,61
5,1,3,76,82,76
2,2,1,59,55,71
1,2,1,83,82,63
4,1,2,100,100,93
1,2,2,59,54,58
5,2,2,88,87,91
6,1,2,57,54,51
3,1,2,53,49,67
2,1,2,46,41,51
3,1,2,65,55,66
3,2,1,65,63,57
3,1,3,78,81,73
3,1,3,65,61,60
4,1,2,90,86,89
1,1,2,86,79,79
5,1,2,62,60,64
3,1,2,74,74,84
2,1,1,53,52,57
5,1,1,80,76,65
1,1,2,70,71,61
4,1,2,79,78,58
3,1,1,77,74,67
1,1,1,61,56,62
2,1,2,74,71,66
2,1,1,54,46,34
4,1,3,57,49,45
3,2,2,83,87,75
1,1,1,66,69,61
2,1,1,55,50,39
3,2,2,84,86,68
4,1,1,65,58,48
5,1,2,61,60,55
5,1,2,90,94,90
2,1,2,79,72,53
3,1,2,72,70,63
2,1,2,88,82,95
3,1,1,95,90,89
5,2,3,94,92,85
1,1,1,62,58,59
3,2,1,83,79,67
3,2,3,60,64,50
6,1,3,100,100,95
4,1,1,41,44,42
4,1,2,64,64,74
3,2,1,77,85,85
5,2,1,93,94,83
1,1,1,89,83,81
2,1,1,79,71,62
3,2,2,66,70,74
3,1,1,51,57,61
2,1,3,78,76,87
4,1,3,91,93,78
1,2,3,63,63,59
1,1,1,60,55,56
3,1,2,69,63,53
1,1,1,56,54,69
5,1,1,58,55,59
5,1,1,46,47,45
6,1,2,70,72,69
1,1,2,73,75,64
1,1,2,70,66,64
5,2,3,84,97,82
6,1,2,81,81,79
3,1,2,93,93,81
2,2,2,53,53,59
3,1,2,68,64,66
2,1,3,69,67,57
3,1,1,56,62,53
3,2,1,73,73,71
3,1,2,77,71,60
2,2,2,60,60,68
3,1,2,75,74,67
1,1,2,61,55,45
2,1,2,60,45,54
2,1,2,98,92,100
2,1,2,70,57,69
5,1,1,42,37,51
1,2,2,100,100,89
5,2,2,91,96,84
3,1,3,65,64,55
4,1,2,90,87,85
3,1,2,50,43,58
3,1,1,69,67,57
2,2,1,68,64,75
1,1,2,59,54,47
3,2,1,99,99,88
3,1,2,56,54,59
5,1,1,78,76,76
2,1,2,49,53,51
3,1,2,82,79,71
2,1,1,70,64,52
2,1,2,52,54,61
3,1,2,85,81,93
1,2,2,75,79,69
4,1,2,82,81,71
3,2,1,70,74,67
4,2,2,70,74,53
1,2,2,79,79,79
4,2,2,72,72,64
1,1,2,68,61,72
5,1,2,49,49,43
2,2,2,100,96,74
6,1,1,65,58,66
6,2,2,89,89,68
3,1,2,66,68,88
3,1,2,69,57,74
4,1,3,79,74,53
2,1,3,61,55,36
3,2,3,72,68,53
2,1,2,90,87,74
1,2,1,71,72,75
3,1,3,71,67,76
3,1,2,41,42,40
3,2,2,52,49,45
3,1,3,61,71,64
