,ParentEduc,TestPrep,WklyStudyHours,ReadingScore,WritingScore,MathScore
17753,6,2,1,62,64,69
17754,4,1,2,54,49,55
17755,3,2,3,89,100,77
17756,2,1,2,50,52,55
17757,1,2,2,78,81,67
17758,6,2,3,96,100,100
17759,3,1,1,54,46,43
17760,4,1,2,60,67,61
17761,4,1,2,96,90,80
17762,3,1,2,55,62,48
17763,1,1,1,45,46,46
17764,3,1,3,72,67,75
17765,5,1,1,66,64,76
17766,2,2,1,70,63,54
17767,4,1,2,73,75,75
17768,1,2,2,61,57,57
17769,6,1,1,47,51,67
17770,4,2,1,52,45,51
17771,4,1,2,90,95,95
17772,1,1,1,66,58,66
17773,4,1,2,88,77,91
17774,4,2,2,79,79,85
17775,1,1,3,64,54,49
17776,1,1,2,87,80,74
17777,2,1,2,96,94,88
17778,3,2,2,94,100,93
17779,2,1,2,88,78,85
17780,4,1,2,64,63,63
17781,1,1,3,88,90,86
17782,2,2,2,70,66,53
17783,2,1,1,80,73,75
17784,1,1,1,44,46,52
17785,6,1,2,86,95,71
17786,3,1,3,48,50,48
17787,2,2,3,56,47,48
17788,2,2,1,73,69,69
17789,2,1,2,83,86,77
17790,3,1,2,84,83,73
17791,4,1,2,69,65,63
17792,2,1,3,74,75,57
17793,3,1,2,47,50,39
17794,4,1,1,93,97,83
17795,3,2,1,62,69,51
17796,4,1,1,70,65,60
17797,6,1,2,66,73,63
17798,3,2,1,59,52,49
17799,4,1,1,38,40,45
17800,3,1,2,67,60,60
17801,5,2,1,72,67,65
17802,2,1,2,63,57,51
17803,1,2,2,76,77,67
17804,3,1,2,74,70,61
17805,1,1,2,54,52,47
17806,3,1,2,72,70,70
17807,5,1,3,71,69,70
17808,5,1,2,100,97,93
17809,4,1,3,44,38,39
17810,3,1,2,73,73,75
17811,2,1,2,73,72,61
17812,3,2,2,79,88,69
17813,3,1,2,50,50,42
17814,6,1,3,95,93,82
17815,3,2,2,70,77,74
17816,4,2,2,79,79,65
17817,2,1,3,64,70,79
17818,3,2,2,64,63,61
17819,3,1,2,58,53,71
17820,2,1,2,48,48,62
17821,6,1,2,96,98,92
17822,3,1,2,88,84,88
17823,2,1,2,63,64,58
17824,4,2,2,71,68,81
17825,5,1,3,100,94,84
17826,2,1,2,77,75,84
17827,3,2,1,89,80,83
17828,4,1,1,66,60,69
17829,3,1,1,84,85,75
17830,1,2,1,90,90,67
17831,2,2,1,66,69,63
17832,5,1,1,71,65,65
17833,3,1,3,64,67,62
17834,5,2,1,80,83,73
17835,4,2,2,90,89,100
17836,1,1,3,51,46,66
17837,3,2,3,78,76,85
17838,3,2,1,81,93,73
17839,6,1,3,86,89,80
17840,4,2,2,69,72,75
17841,2,1,2,65,69,73
17842,6,1,3,74,76,82
17843,3,1,3,84,82,76
17844,2,1,2,54,50,51
17845,1,1,2,51,54,50
17846,4,1,2,77,80,72
17847,5,1,2,59,56,64
17848,3,2,1,85,79,84
17849,4,1,3,49,53,49
17850,4,1,2,69,77,89
17851,3,1,2,84,84,88
17852,1,1,2,91,90,80
17853,2,1,2,62,57,47
17854,1,2,1,89,96,82
17855,3,1,1,62,58,55
17856,2,1,1,42,42,64
17857,4,1,2,85,84,96
17858,6,1,3,84,82,82
17859,4,2,1,69,71,68
17860,4,1,3,95,100,90
17861,1,1,2,46,45,62
17862,3,1,1,44,45,39
17863,4,1,2,58,65,59
17864,1,1,1,45,41,52
17865,1,2,2,95,93,71
17866,4,2,2,59,62,62
17867,1,1,2,64,62,53
17868,5,1,2,62,56,70
17869,4,2,2,75,79,60
17870,3,2,2,57,63,57
17871,4,1,3,84,88,81
17872,1,2,2,78,79,78
17873,3,1,2,78,76,67
17874,2,2,1,68,76,64
17875,2,1,3,68,65,77
17876,4,2,3,74,75,72
17877,3,1,1,44,34,32
17878,4,1,1,74,70,77
17879,2,2,1,74,76,69
17880,4,1,2,61,60,57
17881,3,1,2,45,50,34
17882,1,2,3,72,68,78
17883,3,1,2,74,78,68
17884,2,1,2,47,49,57
17885,2,1,2,42,34,56
17886,5,2,1,81,80,52
17887,4,2,1,87,87,73
17888,4,2,2,87,91,87
17889,6,1,2,88,89,73
17890,3,1,1,69,71,82
17891,5,1,1,93,93,88
17892,1,2,2,73,77,60
17893,1,1,2,84,84,78
17894,4,2,3,95,95,91
17895,2,1,2,81,76,86
17896,1,1,1,30,24,32
17897,2,1,2,91,78,86
17898,6,2,2,67,63,56
17899,3,1,2,74,70,81
17900,4,1,1,67,58,68
17901,3,1,2,100,92,81
17902,2,1,2,75,79,84
17903,4,1,3,82,82,76
17904,5,1,2,76,75,64
17905,3,1,1,85,86,77
17906,2,1,2,49,39,54
17907,3,2,2,57,68,52
17908,1,1,2,42,38,38
17909,2,2,3,89,89,74
17910,1,2,1,76,73,67
17911,1,1,3,48,44,57
17912,4,1,2,62,61,64
17913,2,1,1,61,59,53
17914,2,2,3,55,53,57
17915,2,1,3,52,40,45
17916,4,2,3,58,61,51
17917,3,2,2,73,73,65
17918,6,1,2,70,73,62
17919,2,1,1,75,73,70
17920,2,1,2,66,65,54
17921,3,1,2,69,66,59
17922,4,1,1,60,56,64
17923,5,2,2,94,100,88
17924,2,1,3,12,18,24
17925,3,2,2,69,75,66
17926,1,1,2,46,44,37
17927,6,2,1,75,84,78
17928,3,1,1,61,61,56
17929,4,2,2,70,85,57
17930,4,1,2,85,80,70
17931,4,2,3,90,92,89
17932,4,2,2,56,57,46
17933,1,1,2,72,71,80
17934,2,1,1,48,47,54
17935,4,1,2,65,59,54
17936,2,1,1,57,56,45
17937,1,1,2,56,62,57
17938,4,2,3,92,95,96
17939,6,1,2,78,74,59
17940,5,1,2,77,73,67
17941,1,1,2,68,64,77
17942,1,1,2,52,42,46
17943,3,1,1,81,79,60
17944,4,2,2,80,83,80
17945,1,1,3,54,51,65
17946,1,1,2,45,36,52
17947,2,1,2,73,72,63
17948,3,2,1,86,78,66
17949,3,1,1,70,69,54
17950,1,1,2,73,76,74
17951,3,1,1,76,78,66
17952,3,1,3,52,51,65
17953,1,1,2,86,89,76
17954,6,2,1,84,89,89
17955,4,1,1,76,69,58
17956,5,1,1,48,48,55
17957,4,1,2,66,68,59
17958,4,1,1,66,62,64
17959,3,1,2,40,35,47
17960,4,1,2,65,65,70
17961,3,2,2,87,82,74
17962,1,2,1,60,58,46
17963,3,1,2,66,58,76
17964,5,2,2,59,60,57
17965,3,1,2,64,58,55
17966,5,1,2,84,87,93
17967,4,1,2,59,66,59
17968,2,1,2,59,62,69
17969,1,1,3,61,63,54
17970,4,1,3,50,63,57
17971,5,2,1,98,97,95
17972,2,1,1,61,67,58
17973,2,1,3,59,59,60
17974,5,2,1,69,70,61
17975,2,1,3,52,51,45
17976,3,1,1,56,57,55
17977,3,2,3,54,53,61
17978,2,1,1,37,37,50
17979,5,2,3,85,93,83
17980,4,1,2,43,48,48
17981,3,1,2,47,42,46
17982,2,1,2,58,62,64
17983,4,1,2,86,79,92
17984,4,2,3,74,69,81
17985,3,1,2,91,91,74
17986,4,1,3,60,62,64
17987,6,1,2,94,96,93
17988,4,1,1,62,61,50
17989,4,1,3,68,69,75
17990,6,2,2,87,85,81
17991,2,1,1,62,54,53
17992,3,2,1,88,97,77
17993,4,1,1,81,80,71
17994,2,1,1,57,52,58
17995,3,2,1,78,78,81
17996,3,2,2,66,62,63
17997,3,1,2,58,59,47
17998,3,1,1,35,30,31
17999,5,2,2,100,100,89
18000,4,2,3,71,75,75
18001,2,1,2,79,72,72
18002,3,1,2,95,90,88
18003,2,1,3,63,58,62
18004,4,2,2,41,42,46
18005,2,1,2,43,50,45
18006,3,1,1,90,87,84
18007,5,2,1,46,50,54
18008,2,1,2,57,52,61
18009,2,1,3,58,59,62
18010,4,1,2,88,90,93
18011,3,1,2,50,50,52
18012,3,2,3,74,71,75
18013,4,1,2,68,72,74
18014,3,2,2,66,68,82
18015,4,1,3,85,84,79
18016,1,1,1,41,33,37
18017,4,2,1,62,68,58
18018,2,2,2,72,69,69
18019,2,2,3,44,54,54
18020,4,1,2,48,54,52
18021,3,1,2,95,97,81
18022,3,1,2,68,68,54
18023,4,2,1,80,89,80
18024,6,2,3,64,70,67
18025,4,1,1,84,83,86
18026,1,2,2,73,81,65
18027,1,1,2,71,62,68
18028,2,2,2,94,99,72
18029,5,2,2,100,100,88
18030,3,1,2,53,57,40
18031,3,2,2,71,65,59
18032,3,1,2,75,79,61
18033,5,2,1,67,66,54
18034,5,1,3,65,68,64
18035,3,1,1,81,76,70
18036,5,1,2,57,68,63
18037,3,1,2,77,76,84
18038,3,1,3,96,89,99
18039,3,1,2,69,62,71
18040,2,1,2,79,80,90
18041,1,1,3,66,63,51
18042,2,1,1,53,52,57
18043,5,1,2,65,64,49
18044,5,1,2,77,76,80
18045,1,1,2,54,48,47
18046,2,1,2,80,75,69
18047,1,2,2,56,57,46
18048,4,1,1,81,85,72
18049,1,1,2,70,65,73
18050,1,1,3,56,58,50
18051,3,2,2,59,58,64
18052,1,2,2,64,59,63
18053,1,2,1,67,60,68
18054,3,1,1,46,43,51
18055,1,2,1,66,59,65
18056,3,1,2,60,63,46
18057,3,2,1,54,56,62
18058,3,2,3,88,84,75
18059,4,1,1,66,67,74
18060,4,2,1,88,90,78
18061,2,2,1,80,77,70
18062,4,1,3,72,66,75
18063,3,1,2,59,61,49
18064,1,2,2,86,84,82
18065,2,1,1,68,62,53
18066,4,1,2,80,77,97
18067,1,2,2,70,65,61
18068,5,1,1,57,64,59
18069,5,1,2,68,67,74
18070,3,1,3,75,74,63
18071,5,1,2,56,48,56
18072,5,1,3,74,80,72
18073,4,2,2,97,93,84
18074,3,1,2,74,75,59
18075,1,2,2,66,71,50
18076,3,2,1,51,51,52
18077,6,2,1,96,86,72
18078,5,1,2,90,83,63
18079,3,1,2,83,80,67
18080,2,1,2,39,35,40
18081,2,2,1,88,90,93
18082,5,1,2,88,82,90
18083,5,1,1,66,63,69
18084,1,2,2,71,70,62
18085,4,1,3,59,66,54
18086,5,2,3,92,96,76
18087,1,2,2,78,77,58
18088,4,1,2,75,77,75
18089,5,1,2,85,80,66
18090,2,1,3,73,70,63
18091,6,1,1,43,40,31
18092,1,1,3,65,52,68
18093,1,1,1,75,66,77
18094,3,1,3,82,79,97
18095,3,1,3,70,68,55
18096,5,1,2,66,68,80
18097,3,1,1,88,86,72
18098,2,2,2,66,69,51
18099,1,1,1,58,51,51
18100,3,1,1,69,62,66
18101,3,1,2,83,88,75
18102,3,2,2,59,58,55
18103,3,1,2,54,47,62
18104,3,1,2,70,73,75
18105,1,1,2,64,57,62
18106,2,1,2,61,62,50
18107,3,1,2,76,76,75
18108,2,1,1,61,61,60
18109,5,2,3,68,73,75
18110,3,1,2,55,50,56
18111,3,2,2,55,63,63
18112,1,1,3,37,31,40
18113,2,1,2,57,58,74
18114,3,2,1,51,56,52
18115,5,1,3,83,85,84
18116,2,2,1,81,80,70
18117,1,2,2,86,90,77
18118,4,2,1,83,80,62
18119,3,1,2,83,76,71
18120,2,1,3,76,77,62
18121,4,1,1,71,63,59
18122,3,1,2,51,57,52
18123,6,2,1,83,80,62
18124,5,2,2,85,87,95
18125,3,1,2,70,72,61
18126,1,2,2,54,52,56
18127,1,2,1,88,93,79
18128,4,1,1,61,56,48
18129,4,1,3,49,38,48
18130,1,1,2,60,67,53
18131,4,1,2,54,57,68
18132,2,1,2,89,87,79
18133,2,1,2,79,78,71
18134,2,1,2,34,38,45
18135,2,1,2,50,48,36
18136,3,1,1,57,51,52
18137,2,2,1,65,68,65
18138,4,2,2,61,57,46
18139,3,2,1,70,71,55
18140,5,1,2,59,66,65
18141,3,1,1,57,52,62
18142,3,1,2,68,64,66
18143,5,2,2,93,92,83
18144,2,1,2,85,79,79
18145,5,2,1,96,94,80
18146,3,1,2,64,58,62
18147,4,1,2,68,59,67
18148,3,1,1,69,67,57
18149,4,2,2,78,78,75
18150,5,2,3,80,74,80
18151,4,2,2,84,89,88
18152,3,1,1,66,64,80
18153,4,1,2,80,76,74
18154,1,1,1,71,66,51
18155,3,1,2,92,98,80
18156,2,2,2,94,95,84
18157,2,1,1,56,47,54
18158,2,1,1,76,74,62
18159,4,1,1,78,75,76
18160,1,1,1,54,54,68
18161,4,2,2,76,77,56
18162,2,1,1,54,50,54
18163,3,2,2,73,65,64
18164,2,1,1,70,64,52
18165,3,1,2,80,73,86
18166,3,1,2,69,72,63
18167,2,2,2,69,67,65
18168,3,1,3,61,58,58
18169,4,2,2,82,87,84
18170,4,1,2,75,67,59
18171,2,1,2,50,45,53
18172,4,1,2,70,68,53
18173,6,1,2,77,80,72
18174,5,2,2,99,100,98
18175,3,1,1,54,54,53
18176,5,1,2,82,73,69
18177,2,1,1,52,49,61
18178,1,1,2,63,55,56
18179,1,1,2,75,76,70
18180,2,2,2,55,62,55
18181,2,1,2,62,59,51
18182,2,1,2,64,67,51
18183,2,1,2,56,55,56
18184,5,1,1,88,86,73
18185,3,1,2,77,76,71
18186,2,1,3,53,47,31
18187,5,1,2,75,78,77
18188,2,1,2,61,53,62
18189,1,2,2,49,55,49
18190,2,2,2,56,56,54
18191,3,1,2,64,58,57
18192,2,2,2,64,69,54
18193,5,1,1,86,88,69
18194,1,1,2,77,77,81
18195,4,2,2,84,86,100
18196,1,1,2,50,52,54
18197,5,1,3,69,60,80
18198,1,1,2,55,56,61
18199,4,1,3,65,65,70
18200,6,1,2,87,92,78
18201,1,2,3,64,67,76
18202,6,1,1,62,69,71
18203,2,2,2,58,52,31
18204,5,2,2,65,70,65
18205,2,2,1,71,81,70
18206,4,2,2,95,95,88
18207,5,2,2,86,92,83
18208,3,1,3,71,69,63
18209,4,1,3,53,54,50
18210,2,1,2,73,69,68
18211,6,1,2,59,59,55
18212,3,1,2,71,65,63
18213,1,1,2,43,50,59
18214,6,1,1,78,71,73
18215,1,1,1,48,42,37
18216,3,2,2,50,49,40
18217,5,2,1,83,82,84
18218,2,1,1,83,80,66
18219,4,1,2,57,54,73
18220,1,1,1,62,59,50
18221,2,2,2,52,55,44
18222,3,1,2,59,52,58
18223,3,1,3,76,73,84
18224,2,1,3,63,65,59
18225,2,2,2,79,72,83
18226,2,2,1,63,68,51
18227,4,1,3,82,73,79
18228,3,1,1,64,65,78
18229,4,1,2,45,44,47
18230,2,1,2,74,73,66
18231,4,1,1,86,86,71
18232,2,2,2,74,87,80
18233,2,1,2,77,62,77
18234,1,1,1,45,38,40
18235,1,2,1,92,89,89
18236,2,2,3,59,63,64
18237,1,1,3,78,73,78
18238,1,1,2,60,58,67
18239,1,2,1,67,79,72
18240,2,2,2,89,93,93
18241,6,1,2,68,66,63
18242,4,2,1,78,80,81
18243,4,1,2,87,84,96
18244,4,2,1,69,75,76
18245,5,2,2,79,82,83
18246,3,1,3,56,61,63
18247,1,1,1,48,50,55
18248,1,2,1,91,87,70
18249,1,2,2,77,76,66
18250,3,2,2,68,63,58
18251,3,1,3,80,82,70
18252,3,1,1,78,71,73
18253,4,1,2,41,46,37
18254,6,1,2,87,87,85
18255,6,2,2,90,98,79
18256,5,1,2,65,67,51
18257,3,2,2,78,79,66
18258,1,2,2,53,53,42
18259,2,1,2,75,75,89
18260,2,1,2,60,53,43
18261,5,1,2,71,71,68
18262,3,1,1,86,84,96
18263,1,2,3,72,69,77
18264,3,1,1,58,58,66
18265,1,1,2,53,50,43
18266,2,1,1,45,46,57
18267,2,1,2,54,50,61
18268,5,1,2,81,84,90
18269,6,1,2,65,64,65
18270,3,1,3,90,88,83
18271,2,1,3,74,67,63
18272,5,1,1,39,41,45
18273,5,1,2,87,94,77
18274,1,1,1,50,52,37
18275,2,1,1,82,82,81
18276,3,1,2,83,69,86
18277,2,1,2,47,50,58
18278,2,1,2,68,63,68
18279,5,2,1,68,69,68
18280,3,2,3,60,60,62
18281,5,2,2,86,90,84
18282,5,1,2,62,61,60
18283,5,2,3,76,83,61
18284,3,2,3,75,77,77
18285,2,1,2,61,66,53
18286,5,2,2,100,100,93
18287,2,2,3,95,100,100
18288,3,1,2,59,58,47
18289,2,2,2,75,78,68
18290,4,1,2,59,56,50
18291,2,1,2,70,67,55
18292,6,1,2,93,100,96
18293,3,1,2,49,48,58
18294,2,2,2,79,85,65
18295,4,1,2,71,66,65
18296,5,1,2,80,64,80
18297,5,2,2,75,79,61
18298,3,1,1,65,59,63
18299,4,1,2,59,61,71
18300,2,1,2,61,56,52
18301,1,1,2,89,84,81
18302,1,2,2,80,76,73
18303,3,2,2,72,65,66
18304,2,1,2,59,59,45
18305,4,1,3,53,52,61
18306,1,1,3,42,36,46
18307,1,1,2,73,67,53
18308,5,1,2,99,92,90
18309,2,1,1,50,45,57
18310,2,2,1,44,47,45
18311,2,2,3,70,68,78
18312,3,1,2,49,49,41
18313,5,2,1,92,87,93
18314,1,1,2,91,92,77
18315,2,1,1,67,59,69
18316,3,1,2,82,87,77
18317,3,2,2,97,91,81
18318,4,2,2,76,78,80
18319,5,1,1,81,76,72
18320,1,1,1,46,42,31
18321,4,2,1,92,94,81
18322,4,1,1,78,76,74
18323,1,1,2,74,73,65
18324,3,1,2,80,82,78
18325,4,2,2,68,74,59
18326,2,2,3,75,74,75
18327,2,2,2,93,95,84
18328,3,2,1,51,51,33
18329,3,2,1,85,84,73
18330,2,1,2,63,59,41
18331,3,2,3,55,62,46
18332,1,2,2,84,86,78
18333,3,2,3,49,50,50
18334,4,1,3,59,58,67
18335,1,1,2,58,59,37
18336,5,1,3,100,100,95
18337,5,1,1,84,88,78
18338,3,1,2,71,71,75
18339,3,1,2,80,77,59
18340,1,2,3,61,72,61
18341,4,1,1,59,63,63
18342,6,2,2,71,72,60
18343,1,1,1,65,60,79
18344,1,2,3,92,95,100
18345,1,1,2,66,69,69
18346,5,1,1,68,66,53
18347,6,2,3,59,60,50
18348,1,1,1,46,37,52
18349,3,1,2,74,68,61
18350,2,1,1,76,77,72
18351,3,1,3,37,39,43
18352,1,1,2,39,30,35
18353,1,2,3,91,95,88
18354,3,1,2,51,48,59
18355,2,1,1,75,71,61
18356,4,2,3,87,91,97
18357,3,1,3,76,70,66
18358,4,1,2,63,57,49
18359,5,2,3,86,80,70
18360,3,1,3,63,60,67
18361,3,1,2,63,60,75
18362,4,2,3,76,83,81
18363,2,1,1,60,55,43
18364,6,1,3,94,94,100
18365,3,1,2,74,72,65
18366,2,2,2,68,64,62
18367,5,2,3,69,77,61
18368,3,1,2,52,53,52
18369,3,1,1,56,53,61
18370,3,1,2,71,70,71
18371,4,2,1,98,98,86
18372,4,2,2,84,87,98
18373,3,2,1,79,84,78
18374,3,2,2,69,67,73
18375,3,1,3,86,92,80
18376,5,2,2,82,87,59
18377,1,1,2,66,66,75
18378,5,2,2,64,75,47
18379,3,1,3,64,61,62
18380,4,2,2,81,76,59
18381,5,2,1,67,68,54
18382,6,1,1,77,76,82
18383,4,1,2,50,47,35
18384,6,2,3,68,74,80
18385,2,1,2,12,9,10
18386,3,1,1,65,64,60
18387,6,1,2,82,90,78
18388,6,2,2,76,79,79
18389,3,1,2,73,76,100
18390,3,1,1,60,55,64
18391,1,1,2,50,51,41
18392,6,2,3,81,91,85
18393,3,1,2,62,51,55
18394,2,1,2,63,64,75
18395,1,1,3,46,45,58
18396,1,1,3,70,62,54
18397,3,1,3,81,79,65
18398,3,2,1,74,76,57
18399,3,1,2,86,86,84
18400,1,1,2,57,53,67
18401,1,2,2,42,42,45
18402,3,2,2,74,74,70
18403,4,2,2,60,67,49
18404,3,1,3,74,73,81
18405,5,1,2,64,59,71
18406,3,2,1,74,82,64
18407,2,2,1,96,96,93
18408,6,1,1,93,100,90
18409,4,1,3,79,74,80
18410,5,1,2,58,49,52
18411,4,1,2,59,61,50
18412,3,2,1,39,44,32
18413,2,1,2,62,61,56
18414,6,2,2,68,73,60
18415,2,2,2,66,66,46
18416,3,1,2,82,81,79
18417,1,2,3,95,94,100
18418,4,1,1,67,70,65
18419,1,1,2,59,56,62
18420,4,1,2,51,51,40
18421,4,2,2,73,73,60
18422,5,1,3,82,76,71
18423,2,1,3,92,83,86
18424,5,1,1,84,85,70
18425,4,1,2,68,60,61
18426,1,2,3,90,97,99
18427,3,2,2,100,100,83
18428,1,1,3,63,63,66
18429,5,2,3,44,41,43
18430,4,1,3,84,85,77
18431,2,1,3,70,69,71
18432,1,1,2,18,19,26
18433,6,1,2,68,71,64
18434,4,1,1,56,49,64
18435,3,1,2,60,51,53
18436,5,1,2,79,76,70
18437,3,2,1,74,71,81
18438,6,1,3,83,83,64
18439,1,1,2,78,77,61
18440,2,1,3,53,46,58
18441,4,1,2,73,74,63
18442,1,1,2,75,75,69
18443,2,1,2,54,48,60
18444,5,2,1,71,77,54
18445,4,2,2,54,53,52
18446,3,1,2,62,59,52
18447,6,2,2,89,89,68
18448,2,1,2,56,60,65
18449,4,2,2,53,52,52
18450,2,1,3,51,46,44
18451,2,1,2,76,67,71
18452,1,1,2,60,55,71
18453,3,2,1,92,96,82
18454,3,2,1,62,63,65
18455,4,1,2,48,43,43
18456,1,1,3,82,76,84
18457,3,1,1,74,74,63
18458,3,1,2,64,70,76
18459,2,1,3,79,78,65
18460,3,2,2,57,68,51
18461,3,1,1,62,63,47
18462,3,2,2,76,75,75
18463,5,2,1,66,70,52
18464,4,1,2,99,98,88
18465,3,1,2,64,62,52
18466,4,2,2,70,78,67
18467,5,1,1,67,69,57
18468,3,1,2,66,66,51
18469,2,1,3,83,80,72
18470,6,1,3,93,95,73
18471,3,2,2,86,95,85
18472,2,2,1,86,88,87
18473,4,1,2,44,50,56
18474,2,1,1,56,44,60
18475,5,1,1,63,68,65
18476,1,2,3,47,43,40
18477,1,1,3,40,35,29
18478,2,1,3,91,87,86
18479,2,1,2,68,60,62
18480,3,1,2,76,71,78
18481,1,1,2,66,62,65
18482,4,2,3,90,83,74
18483,6,1,3,90,95,87
18484,2,2,2,77,77,69
18485,5,1,1,65,66,53
18486,5,1,2,67,59,62
18487,4,2,2,82,83,79
18488,2,1,2,84,83,67
18489,5,1,2,76,79,78
18490,3,1,1,61,49,59
18491,1,1,1,65,56,69
18492,3,2,3,70,82,73
18493,4,1,2,82,81,93
18494,2,2,3,73,67,58
18495,3,2,1,82,78,74
18496,5,1,3,70,65,64
18497,5,2,1,87,85,79
18498,4,1,2,64,68,70
18499,5,2,2,98,99,92
18500,3,2,2,73,76,63
18501,3,2,3,96,98,81
18502,3,1,2,44,46,52
18503,1,1,1,33,35,42
18504,2,1,2,60,64,59
18505,3,1,2,31,31,48
18506,4,2,1,91,92,74
18507,2,2,3,66,65,77
18508,3,2,1,66,67,64
18509,6,2,2,85,83,93
18510,4,1,2,96,100,86
18511,1,2,3,78,76,65
18512,2,1,2,68,70,75
18513,1,1,2,31,28,35
18514,3,2,1,62,64,52
18515,1,1,2,37,34,36
18516,5,1,2,62,60,74
18517,4,2,2,68,73,65
18518,4,1,2,69,71,64
18519,3,1,2,86,86,71
18520,4,1,1,74,81,72
18521,2,1,2,65,73,73
18522,4,1,2,68,70,62
18523,6,1,1,48,42,48
18524,3,1,3,71,67,76
18525,3,1,1,47,47,53
18526,4,1,2,71,75,55
18527,3,1,3,73,83,71
18528,2,1,2,56,56,47
18529,5,1,2,65,58,51
18530,1,1,1,72,77,74
18531,3,2,2,90,94,86
18532,2,1,2,52,43,49
18533,1,1,2,59,54,44
18534,3,1,2,64,56,74
18535,3,1,1,88,84,99
18536,4,2,2,100,100,89
18537,1,2,2,70,65,66
18538,4,1,3,91,90,97
18539,5,1,2,64,63,58
18540,3,1,2,86,83,73
18541,1,1,3,46,40,54
18542,2,1,1,72,73,70
18543,4,1,2,53,49,53
18544,5,1,1,94,88,95
18545,3,1,2,56,45,47
18546,2,1,2,60,62,61
18547,1,1,3,66,67,69
18548,2,2,2,63,64,52
18549,1,1,2,68,58,73
18550,3,1,1,44,43,54
18551,2,1,3,74,75,92
18552,4,2,2,88,84,81
18553,5,1,2,95,97,88
18554,3,1,1,44,47,56
18555,3,1,2,63,60,77
18556,3,1,3,100,96,95
18557,2,1,3,56,58,52
18558,4,1,2,71,74,73
18559,1,1,2,54,55,67
18560,6,2,2,57,61,44
18561,1,2,1,84,79,72
18562,3,1,2,45,42,25
18563,6,1,2,62,63,56
18564,6,1,2,77,79,65
18565,3,1,2,80,75,64
18566,1,2,3,65,68,69
18567,1,1,2,60,52,50
18568,2,1,3,78,78,93
18569,1,1,2,55,44,50
18570,3,2,2,95,96,88
18571,3,1,2,65,66,76
18572,5,1,2,46,39,47
18573,1,1,2,53,48,45
18574,4,1,2,81,78,82
18575,5,1,1,51,42,46
18576,3,2,3,97,100,100
18577,2,2,2,54,56,47
18578,1,2,2,87,84,78
18579,1,2,2,63,70,49
18580,6,2,2,68,64,71
18581,3,1,2,51,57,48
18582,3,1,2,64,67,76
18583,1,1,2,67,65,45
18584,3,1,2,47,36,43
18585,6,1,1,57,63,59
18586,4,1,2,49,46,60
18587,1,1,2,82,77,64
18588,2,1,2,51,46,41
18589,4,2,2,46,47,46
18590,3,1,1,74,75,64
18591,5,1,1,52,50,38
18592,1,2,2,89,84,86
18593,4,1,1,75,78,75
18594,3,2,1,63,58,50
18595,3,1,1,45,43,45
18596,2,1,2,75,77,69
18597,2,1,2,51,50,58
18598,6,2,1,81,86,81
18599,2,2,2,98,96,86
18600,2,1,3,60,57,59
18601,4,1,2,49,53,45
18602,5,1,1,81,79,76
18603,1,1,2,48,46,58
18604,3,2,1,67,72,67
18605,4,2,2,74,74,74
18606,3,1,3,40,45,41
18607,4,1,2,88,90,94
18608,2,1,1,43,37,37
18609,5,1,2,83,91,85
18610,6,2,2,82,81,77
18611,5,1,1,54,49,64
18612,3,2,3,86,92,78
18613,3,2,2,85,87,84
18614,1,2,1,51,50,50
18615,2,2,2,83,82,89
18616,2,1,2,67,61,64
18617,2,2,2,57,61,60
18618,4,1,2,71,72,74
18619,1,1,2,68,67,60
18620,4,2,1,86,82,77
18621,3,1,2,44,36,53
18622,5,1,2,69,65,81
18623,6,1,1,90,88,78
18624,4,1,3,87,88,69
18625,3,2,2,74,73,67
18626,2,1,1,72,69,47
18627,3,1,2,72,67,70
18628,1,1,2,68,69,65
18629,4,1,2,75,78,74
18630,1,1,2,73,67,79
18631,4,1,2,86,80,64
18632,2,2,1,75,80,75
18633,2,1,2,61,51,56
18634,3,1,2,69,76,86
18635,5,2,1,90,90,75
18636,3,1,1,35,36,41
18637,4,1,2,74,65,56
18638,4,1,2,75,69,65
18639,3,1,2,75,71,72
18640,3,2,2,61,63,63
18641,2,1,2,91,85,85
18642,2,1,2,46,45,56
18643,3,2,1,57,54,53
18644,3,2,1,79,75,70
18645,3,2,2,75,83,78
18646,3,2,1,68,67,66
18647,2,2,2,87,95,80
18648,1,2,1,84,87,95
18649,1,2,2,68,67,57
18650,2,2,2,68,68,65
18651,4,1,3,85,80,89
18652,3,1,3,56,54,53
18653,1,1,1,82,82,82
18654,5,1,2,61,56,73
18655,3,1,3,92,88,90
18656,1,1,3,56,57,47
18657,1,1,2,89,83,75
18658,2,1,3,84,83,71
18659,2,1,2,70,69,62
18660,3,1,1,73,72,65
18661,4,1,1,91,86,96
18662,3,1,3,86,85,77
18663,6,1,1,100,100,96
18664,6,1,3,51,52,48
18665,2,1,1,60,58,60
18666,3,2,2,77,74,67
18667,3,1,2,65,70,76
18668,3,1,2,81,81,93
18669,5,1,2,75,72,74
18670,2,1,2,81,83,85
18671,4,2,2,92,91,94
18672,6,1,2,57,51,54
18673,3,2,2,61,60,63
18674,4,1,2,97,95,97
18675,1,2,2,51,50,50
18676,1,1,2,43,48,46
18677,1,2,1,79,76,80
18678,3,2,2,60,62,55
18679,4,1,2,79,78,92
18680,3,2,3,91,100,89
18681,2,1,2,62,55,53
18682,6,1,1,60,57,60
